SPN ID,Project Folder,Sub folder,N in Group,N in condition,Group,Nick name,Paper,Paper 2022,Lead Researcher,Journal,Year,Regular,Less regular comparision,Original electrode cluster,Original Time window,Notes,Cluster 1,Cluster 2,Cluster 3,,ATT,W,W explantions,Original,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Cluster 1,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Cluster 2,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Cluster 3,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Left,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Right,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Early,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Late,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,,,SPN ID,Electrodes,Epoch,N particpants,N trials in design,N trials recorded,p included,Max ,Min,M components removed,Max,Min,,p included No ICA,Max,Min,,,,Project,Expeirment,Group,,,,,,,,,,,,,
224,39,N/A,24,24,81,SPN priming temporal frequency,File Drawer,File Drawer,Makin,,unpublished,RefRefRef250,RandRandRand250,PO7 O1 O2 PO8,250-350,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.937500,,250,39,224,-2.817586127,1.581176473,-1.781955509,24,0.916666667,-8.729763482,9.29113E-09,0.322756296,0.667672268,-3.485258396,-2.149913859,250,39,224,-2.817586127,1.581176473,-1.781955509,24,0.916666667,-8.729763482,9.29113E-09,0.322756296,0.667672268,-3.485258396,-2.149913859,250,39,224,-3.255417813,1.548045362,-2.10292146,24,1,-10.30216909,4.34644E-10,0.315993436,0.653682227,-3.909100039,-2.601735586,250,39,224,-2.033910145,0.844381529,-2.408757269,24,1,-11.80045244,3.08638E-11,0.172358658,0.356551049,-2.390461194,-1.677359096,250,39,224,-2.622844321,1.807436209,-1.451140741,24,0.916666667,-7.109108722,3.05555E-07,0.368941371,0.763213376,-3.386057696,-1.859630945,250,39,224,-3.012327747,1.618916578,-1.860705973,24,1,-9.115560393,4.25772E-09,0.330459963,0.683608517,-3.695936263,-2.32871923,250,39,224,,,,,,,,,,,,250,39,224,,,,,,,,,,,,,,224,PO7 O1 O2 PO8,250-350,24,480,11520,0.865,0.990,0.679,8.802,16,2.75,,0.622,0.960,0.233,,,,39,N/A,81,,,,,,,,,,,,,
225,39,N/A,,24,81,SPN priming temporal frequency,File Drawer,File Drawer,Makin,,unpublished,RefRefRef500,RandRandRand500,PO7 O1 O2 PO8,250-600,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.937500,,500,39,225,-2.181310244,1.527068626,-1.428429743,24,0.916666667,-6.997848005,3.93341E-07,0.311711578,0.644824528,-2.826134772,-1.536485716,500,39,225,-2.181310244,1.527068626,-1.428429743,24,0.916666667,-6.997848005,3.93341E-07,0.311711578,0.644824528,-2.826134772,-1.536485716,500,39,225,-2.349030059,1.364050062,-1.722099595,24,0.958333333,-8.436530588,1.70338E-08,0.278435553,0.575987825,-2.925017884,-1.773042233,500,39,225,-1.548682748,0.950485826,-1.62935912,24,0.958333333,-7.982196903,4.45622E-08,0.194017107,0.401354964,-1.950037712,-1.147327784,500,39,225,-2.097504016,1.421225771,-1.47584153,24,0.916666667,-7.230117378,2.3259E-07,0.290106496,0.60013101,-2.697635026,-1.497373006,500,39,225,-2.26511659,1.91461888,-1.183063958,24,0.875,-5.79580606,6.63185E-06,0.390819942,0.808472648,-3.073589238,-1.456643942,500,39,225,,,,,,,,,,,,500,39,225,,,,,,,,,,,,,,225,PO7 O1 O2 PO8,250-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,39,N/A,,24,81,SPN priming temporal frequency,File Drawer,File Drawer,Makin,,unpublished,RefRefRef750,RandRandRand750,PO7 O1 O2 PO8,250-850,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.937500,,750,39,226,-1.64170131,1.558278072,-1.053535527,24,0.833333333,-5.161248936,3.12972E-05,0.318082179,0.658003121,-2.299704432,-0.983698189,750,39,226,-1.64170131,1.558278072,-1.053535527,24,0.833333333,-5.161248936,3.12972E-05,0.318082179,0.658003121,-2.299704432,-0.983698189,750,39,226,-2.152095989,1.765386451,-1.219050927,24,0.875,-5.972105482,4.33749E-06,0.360358,0.74545732,-2.897553309,-1.406638669,750,39,226,-1.250056628,0.828500921,-1.508817427,24,0.916666667,-7.391665622,1.62067E-07,0.169117042,0.349845257,-1.599901884,-0.900211371,750,39,226,-1.443453358,1.755648646,-0.822176671,24,0.791666667,-4.027826643,0.000524972,0.358370279,0.741345405,-2.184798764,-0.702107953,750,39,226,-1.839949349,1.794534351,-1.025307399,24,0.916666667,-5.022959916,4.40633E-05,0.366307791,0.757765399,-2.597714747,-1.08218395,750,39,226,,,,,,,,,,,,750,39,226,,,,,,,,,,,,,,226,PO7 O1 O2 PO8,250-850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,39,N/A,,24,81,SPN priming temporal frequency,File Drawer,File Drawer,Makin,,unpublished,RefRefRef1000,RandRandRand1000,PO7 O1 O2 PO8,250-1100,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.937500,,1000,39,227,-1.438032511,1.467673889,-0.97980384,24,0.833333333,-4.80003891,7.66434E-05,0.299587678,0.61974433,-2.057776841,-0.818288181,1000,39,227,-1.438032511,1.467673889,-0.97980384,24,0.833333333,-4.80003891,7.66434E-05,0.299587678,0.61974433,-2.057776841,-0.818288181,1000,39,227,-1.734718645,1.609456816,-1.077828636,24,0.875,-5.280260379,2.33382E-05,0.328528997,0.67961401,-2.414332655,-1.055104636,1000,39,227,-1.153677536,0.916396123,-1.25892887,24,0.916666667,-6.167466708,2.71999E-06,0.187058575,0.386960145,-1.540637681,-0.76671739,1000,39,227,-1.575145753,1.719733776,-0.915924183,24,0.833333333,-4.487093782,0.000167166,0.351039187,0.726179886,-2.301325639,-0.848965868,1000,39,227,-1.300919278,1.492748621,-0.871492534,24,0.75,-4.269424046,0.000287692,0.304706036,0.630332461,-1.931251739,-0.670586817,1000,39,227,,,,,,,,,,,,1000,39,227,,,,,,,,,,,,,,227,PO7 O1 O2 PO8,250-1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,40,EX1 Crowding HV,34,34,82,Crowding,File Drawer,File Drawer,Bertamini,,unpublished,Ref Target (right),Rand Target (right),P9 P7 PO7 O1 ,200-600,Mostly post stim,PO7 O1,PO7,P1 P3 P5 P7 P9 PO7 PO3 O1,,1,0.750000,One 2-fold,Ref Solo,40,228,-1.54195061,1.605060215,-0.960680849,34,0.794117647,-5.601683814,3.12196E-06,0.275265556,0.560031985,-2.101982594,-0.981918625,Ref Solo,40,228,-1.325359325,1.627628339,-0.814288676,34,0.823529412,-4.748078097,3.86795E-05,0.279135957,0.567906375,-1.8932657,-0.75745295,Ref Solo,40,228,-1.791801549,1.763548151,-1.016020769,34,0.794117647,-5.924368229,1.2052E-06,0.302446013,0.615331039,-2.407132588,-1.176470509,Ref Solo,40,228,-0.959956549,1.209076431,-0.793958532,34,0.794117647,-4.629534009,5.47206E-05,0.207354897,0.421866711,-1.38182326,-0.538089838,Ref Solo,40,228,,,,,,,,,,,,Ref Solo,40,228,,,,,,,,,,,,Ref Solo,40,228,,,,,,,,,,,,Ref Solo,40,228,,,,,,,,,,,,,,228,P1 P3 P5 P7 PO3 PO7 ,200-600,34,480,16320,0.865,0.992,0.640,7.559,14,2,,0.420,0.913,0.027,,,,40,EX1 Crowding HV,82,,,,,,,,,,,,,
229,40,EX1 Crowding HV,,34,82,Crowding,File Drawer,File Drawer,Bertamini,,unpublished,Ref Flankers V (right),Rand Flankers V (right),P9 P7 PO7 O1 ,200-600,Mostly post stim,PO7 O1,PO7,P1 P3 P5 P7 P9 PO7 PO3 O2,,1,0.250000,Two rands and a 2-fold,Ref Vertical Flankers,40,229,-0.989159019,2.073319101,-0.477089619,34,0.647058824,-2.781886615,0.008866029,0.355571292,0.723415234,-1.712574253,-0.265743785,Ref Vertical Flankers,40,229,-1.096028508,2.175036513,-0.503912694,34,0.764705882,-2.938290676,0.00598072,0.373015685,0.758906117,-1.854934625,-0.337122392,Ref Vertical Flankers,40,229,-1.449664175,2.272284805,-0.637976442,34,0.764705882,-3.720009944,0.000739256,0.389693629,0.79283765,-2.242501825,-0.656826526,Ref Vertical Flankers,40,229,-0.747072969,1.59015497,-0.469811423,34,0.676470588,-2.739447805,0.009848898,0.272709327,0.554831299,-1.301904267,-0.19224167,Ref Vertical Flankers,40,229,,,,,,,,,,,,Ref Vertical Flankers,40,229,,,,,,,,,,,,Ref Vertical Flankers,40,229,,,,,,,,,,,,Ref Vertical Flankers,40,229,,,,,,,,,,,,,,229,P1 P3 P5 P7 PO3 PO7 ,200-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,40,EX1 Crowding HV,,34,82,Crowding,File Drawer,File Drawer,Bertamini,,unpublished,Ref Flankers H (right),Rand Flankers H (right),P9 P7 PO7 O1 ,200-600,Mostly post stim,PO7 O1,PO7,P1 P3 P5 P7 P9 PO7 PO3 O3,,1,0.250000,Two rands and a 2-fold,Ref Horizontal Flankers,40,230,-0.84620795,1.765501906,-0.479301635,34,0.676470588,-2.794784777,0.00858596,0.302781079,0.616012737,-1.462220687,-0.230195213,Ref Horizontal Flankers,40,230,-0.887568255,2.094843202,-0.423691976,34,0.617647059,-2.470527529,0.018829838,0.359262645,0.730925348,-1.618493603,-0.156642908,Ref Horizontal Flankers,40,230,-0.922209518,2.326275773,-0.396431725,34,0.647058824,-2.31157432,0.027186518,0.398953004,0.811675989,-1.733885507,-0.110533529,Ref Horizontal Flankers,40,230,-0.481247476,1.363867057,-0.352855121,34,0.617647059,-2.057481237,0.047612047,0.233901271,0.475875713,-0.957123189,-0.005371762,Ref Horizontal Flankers,40,230,,,,,,,,,,,,Ref Horizontal Flankers,40,230,,,,,,,,,,,,Ref Horizontal Flankers,40,230,,,,,,,,,,,,Ref Horizontal Flankers,40,230,,,,,,,,,,,,,,230,P1 P3 P5 P7 PO3 PO7 ,200-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,40,EX1 Crowding HV,,34,82,Crowding,File Drawer,File Drawer,Bertamini,,unpublished,Ref Target (left),Rand Target (left),P10 P8 PO8 O2,200-600,Mostly post stim,PO8 O2,PO8,P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.750000,One 2-fold,Ref Solo,40,231,-1.570591622,1.942257009,-0.80864253,34,0.735294118,-4.715155694,4.25965E-05,0.333094329,0.677685508,-2.24827713,-0.892906114,Ref Solo,40,231,-1.298606678,2.365638778,-0.548945465,34,0.676470588,-3.200874598,0.003026062,0.405703703,0.825410391,-2.124017069,-0.473196288,Ref Solo,40,231,-1.870479142,2.95803083,-0.632339299,34,0.676470588,-3.687140036,0.000809942,0.507298102,1.032105749,-2.902584891,-0.838373393,Ref Solo,40,231,-0.927951206,1.384142116,-0.670416134,34,0.794117647,-3.909164225,0.000435096,0.237378414,0.482950016,-1.410901221,-0.44500119,Ref Solo,40,231,,,,,,,,,,,,Ref Solo,40,231,,,,,,,,,,,,Ref Solo,40,231,,,,,,,,,,,,Ref Solo,40,231,,,,,,,,,,,,,,231,P2 P4 P6 P8 PO4 PO8,200-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,40,EX1 Crowding HV,,34,82,Crowding,File Drawer,File Drawer,Bertamini,,unpublished,Ref Flankers V (left),Rand Flankers V (left),P10 P8 PO8 O2,200-600,Mostly post stim,PO8 O2,PO8,P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.250000,Two rands and a 2-fold,Ref Vertical Flankers,40,232,-0.695185467,1.428153748,-0.486772148,34,0.676470588,-2.838344976,0.007700049,0.244926347,0.4983064,-1.193491867,-0.196879067,Ref Vertical Flankers,40,232,-0.582822659,1.570657564,-0.371069208,34,0.647058824,-2.163686702,0.037827043,0.26936555,0.548028332,-1.130850991,-0.034794326,Ref Vertical Flankers,40,232,-0.834557143,2.15085702,-0.388011446,34,0.647058824,-2.262476078,0.030375405,0.368868936,0.750469493,-1.585026636,-0.084087651,Ref Vertical Flankers,40,232,-0.485597936,1.198748282,-0.405087492,34,0.647058824,-2.362045682,0.024226384,0.205583634,0.418263049,-0.903860985,-0.067334887,Ref Vertical Flankers,40,232,,,,,,,,,,,,Ref Vertical Flankers,40,232,,,,,,,,,,,,Ref Vertical Flankers,40,232,,,,,,,,,,,,Ref Vertical Flankers,40,232,,,,,,,,,,,,,,232,P2 P4 P6 P8 PO4 PO8,200-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,40,EX1 Crowding HV,,34,82,Crowding,File Drawer,File Drawer,Bertamini,,unpublished,Ref Flankers H (left),Rand Flankers H (left),P10 P8 PO8 O2,200-600,Mostly post stim,PO8 O2,PO8,P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.250000,Two rands and a 2-fold,Ref Horizontal Flankers,40,233,-0.289077732,1.645364236,-0.175692242,34,0.529411765,-1.024453012,0.313072797,0.282177639,0.574094722,-0.863172454,0.28501699,Ref Horizontal Flankers,40,233,-0.236237395,1.914215203,-0.12341214,34,0.529411765,-0.719610254,0.476830821,0.328285199,0.667901259,-0.904138655,0.431663864,Ref Horizontal Flankers,40,233,-0.459489045,1.930217703,-0.238050373,34,0.529411765,-1.388060275,0.17441937,0.331029605,0.673484795,-1.13297384,0.213995751,Ref Horizontal Flankers,40,233,0.026638814,1.41293623,0.018853515,34,0.441176471,0.109933938,0.913127604,0.242316564,0.492996757,-0.466357943,0.519635571,Ref Horizontal Flankers,40,233,,,,,,,,,,,,Ref Horizontal Flankers,40,233,,,,,,,,,,,,Ref Horizontal Flankers,40,233,,,,,,,,,,,,Ref Horizontal Flankers,40,233,,,,,,,,,,,,,,233,P2 P4 P6 P8 PO4 PO8,200-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,40,EX2 Crowding Matched,24,24,83,Crowding,File Drawer,File Drawer,Bertamini,,unpublished,Ref Target (right),Rand Target (right),P9 P7 PO7 O1 ,200-600,Mostly post stim,PO7 O1,PO7,P1 P3 P5 P7 P9 PO7 PO3 O1,,1,0.750000,One 2-fold,Ref Solo,40,234,-0.70331503,1.370183674,-0.513299818,24,0.583333333,-2.514645278,0.019357872,0.279687571,0.578577823,-1.281892853,-0.124737208,Ref Solo,40,234,-0.743572561,1.960218564,-0.379331456,24,0.541666667,-1.858337019,0.075966974,0.400127939,0.827727706,-1.571300267,0.084155145,Ref Solo,40,234,-0.892478783,2.700535526,-0.330482149,24,0.583333333,-1.619025266,0.119074334,0.551244506,1.140336142,-2.032814925,0.247857359,Ref Solo,40,234,-0.613524716,1.094953051,-0.560320568,24,0.625,-2.744998969,0.011535098,0.223506356,0.462358124,-1.075882839,-0.151166592,Ref Solo,40,234,,,,,,,,,,,,Ref Solo,40,234,,,,,,,,,,,,Ref Solo,40,234,,,,,,,,,,,,Ref Solo,40,234,,,,,,,,,,,,,,234,P1 P3 P5 P7 PO3 PO7 ,200-600,24,480,11520,0.791,0.979,0.588,4.167,11,2,,0.469,0.944,0.002,,,,40,EX2 Crowding Matched,83,,,,,,,,,,,,,
235,40,EX2 Crowding Matched,,24,83,Crowding,File Drawer,File Drawer,Bertamini,,unpublished,Ref (Flankers Ref) (right),Rand (Flankers Rand) (right),P9 P7 PO7 O1 ,200-600,Mostly post stim,PO7 O1,PO7,P1 P3 P5 P7 P9 PO7 PO3 O1,,1,0.750000,Three two folds,Ref (Flankers Ref),40,235,-0.271383817,1.892592235,-0.143392651,24,0.5,-0.702477655,0.489430593,0.386323772,0.799171611,-1.070555429,0.527787794,Ref (Flankers Ref),40,235,-0.400649668,2.001125559,-0.200212159,24,0.541666667,-0.980835258,0.33687942,0.408478044,0.845001215,-1.245650883,0.444351547,Ref (Flankers Ref),40,235,-0.651223114,2.299382298,-0.283216547,24,0.625,-1.387472052,0.178595734,0.469359446,0.97094399,-1.622167104,0.319720876,Ref (Flankers Ref),40,235,-0.156270643,1.386802818,-0.112684112,24,0.5,-0.552037151,0.586247591,0.28307994,0.585595472,-0.741866115,0.429324828,Ref (Flankers Ref),40,235,,,,,,,,,,,,Ref (Flankers Ref),40,235,,,,,,,,,,,,Ref (Flankers Ref),40,235,,,,,,,,,,,,Ref (Flankers Ref),40,235,,,,,,,,,,,,,,235,P1 P3 P5 P7 PO3 PO7 ,200-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,40,EX2 Crowding Matched,,24,83,Crowding,File Drawer,File Drawer,Bertamini,,unpublished,Ref (Flankers Rand) (right),Rand (Flankers Rand) (right),P9 P7 PO7 O1 ,200-600,Mostly post stim,PO7 O1,PO7,P1 P3 P5 P7 P9 PO7 PO3 O1,,1,0.250000,Two rands and a 2-fold,Ref (Flankers (Rand),40,236,-0.11700153,1.918639208,-0.060981517,24,0.416666667,-0.298747201,0.7678155,0.391640588,0.810170283,-0.927171813,0.693168754,Ref (Flankers (Rand),40,236,-0.251060434,2.240954891,-0.112032792,24,0.458333333,-0.548846351,0.588399954,0.457433002,0.94627226,-1.197332694,0.695211826,Ref (Flankers (Rand),40,236,-0.585422859,2.565374371,-0.228201726,24,0.5,-1.117955573,0.275127626,0.523654851,1.083262592,-1.668685451,0.497839733,Ref (Flankers (Rand),40,236,-0.066019423,1.294620066,-0.05099521,24,0.458333333,-0.24982449,0.804940905,0.264263214,0.546670109,-0.612689532,0.480650687,Ref (Flankers (Rand),40,236,,,,,,,,,,,,Ref (Flankers (Rand),40,236,,,,,,,,,,,,Ref (Flankers (Rand),40,236,,,,,,,,,,,,Ref (Flankers (Rand),40,236,,,,,,,,,,,,,,236,P1 P3 P5 P7 PO3 PO7 ,200-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,40,EX2 Crowding Matched,,24,83,Crowding,File Drawer,File Drawer,Bertamini,,unpublished,Rand (Flankers Ref) (right),Rand (Flankers Rand) (right),P9 P7 PO7 O1 ,200-600,Mostly post stim,PO7 O1,PO7,P1 P3 P5 P7 P9 PO7 PO3 O1,,1,0.500000,Two 2-folds and a rand,Rand (Flankers Ref),40,237,-0.514344086,1.231366381,-0.417701907,24,0.708333333,-2.046313076,0.05232251,0.25135161,0.519960421,-1.034304507,0.005616335,Rand (Flankers Ref),40,237,-0.525385138,1.721865662,-0.30512551,24,0.625,-1.494803614,0.148560525,0.351474356,0.727080102,-1.252465241,0.201694964,Rand (Flankers Ref),40,237,-0.625707019,1.863585263,-0.335754436,24,0.583333333,-1.644854095,0.113599844,0.380402749,0.786923041,-1.412630061,0.161216022,Rand (Flankers Ref),40,237,-0.386911666,0.979485676,-0.395015135,24,0.708333333,-1.935171041,0.065359138,0.199936676,0.413600527,-0.800512193,0.026688861,Rand (Flankers Ref),40,237,,,,,,,,,,,,Rand (Flankers Ref),40,237,,,,,,,,,,,,Rand (Flankers Ref),40,237,,,,,,,,,,,,Rand (Flankers Ref),40,237,,,,,,,,,,,,,,237,P1 P3 P5 P7 PO3 PO7 ,200-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,40,EX2 Crowding Matched,,24,83,Crowding,File Drawer,File Drawer,Bertamini,,unpublished,Ref Target (left),Rand Target (left),P10 P8 PO8 O2,200-600,Mostly post stim,PO8 O2,PO8,P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.750000,One 2-fold,Ref Solo,40,238,-1.35848575,1.106341275,-1.227908405,24,0.875,-6.015498085,3.90902E-06,0.225830967,0.467166949,-1.825652699,-0.891318802,Ref Solo,40,238,-1.017221758,1.164930933,-0.873203491,24,0.833333333,-4.27780599,0.000281742,0.237790531,0.491907191,-1.509128949,-0.525314566,Ref Solo,40,238,-1.439502193,1.558107394,-0.923878674,24,0.875,-4.526062669,0.000151682,0.31804734,0.65793105,-2.097433243,-0.781571142,Ref Solo,40,238,-0.836686954,0.701516061,-1.192683959,24,0.875,-5.84293425,5.91845E-06,0.143196366,0.296224253,-1.132911207,-0.540462701,Ref Solo,40,238,,,,,,,,,,,,Ref Solo,40,238,,,,,,,,,,,,Ref Solo,40,238,,,,,,,,,,,,Ref Solo,40,238,,,,,,,,,,,,,,238,P2 P4 P6 P8 PO4 PO8,200-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,40,EX2 Crowding Matched,,24,83,Crowding,File Drawer,File Drawer,Bertamini,,unpublished,Ref (Flankers Ref) (left),Rand (Flankers Rand) (left),P10 P8 PO8 O2,200-600,Mostly post stim,PO8 O2,PO8,P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.750000,Three two folds,Ref (Flankers Ref),40,239,-0.955692896,1.286813352,-0.742681831,24,0.75,-3.638383054,0.001374415,0.262669676,0.543373623,-1.49906652,-0.412319273,Ref (Flankers Ref),40,239,-1.195314431,1.921753858,-0.62199143,24,0.625,-3.047123258,0.005719645,0.392276364,0.811485485,-2.006799916,-0.383828946,Ref (Flankers Ref),40,239,-1.284113585,2.705068867,-0.47470643,24,0.666666667,-2.325577062,0.02921763,0.55216987,1.142250404,-2.426363989,-0.14186318,Ref (Flankers Ref),40,239,-0.469744767,1.184006733,-0.396741635,24,0.583333333,-1.94362913,0.064274839,0.241684362,0.499962196,-0.969706962,0.030217429,Ref (Flankers Ref),40,239,,,,,,,,,,,,Ref (Flankers Ref),40,239,,,,,,,,,,,,Ref (Flankers Ref),40,239,,,,,,,,,,,,Ref (Flankers Ref),40,239,,,,,,,,,,,,,,239,P2 P4 P6 P8 PO4 PO8,200-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,40,EX2 Crowding Matched,,24,83,Crowding,File Drawer,File Drawer,Bertamini,,unpublished,Ref (Flankers Rand) (left),Rand (Flankers Rand) (left),P10 P8 PO8 O2,200-600,Mostly post stim,PO8 O2,PO8,P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.250000,Two rands and a 2-fold,Ref (Flankers (Rand),40,240,-0.394777452,1.096092698,-0.360167943,24,0.75,-1.764455363,0.090933777,0.223738985,0.462839354,-0.857616806,0.068061902,Ref (Flankers (Rand),40,240,-0.503136327,1.561009627,-0.322314686,24,0.666666667,-1.579013032,0.127988915,0.318639756,0.659156556,-1.162292883,0.156020229,Ref (Flankers (Rand),40,240,-0.519217687,2.139969886,-0.242628502,24,0.625,-1.188632052,0.246712893,0.436819524,0.903630032,-1.422847719,0.384412345,Ref (Flankers (Rand),40,240,-0.150838241,1.055039279,-0.142969313,24,0.625,-0.700403731,0.4907003,0.215358991,0.445504016,-0.596342256,0.294665775,Ref (Flankers (Rand),40,240,,,,,,,,,,,,Ref (Flankers (Rand),40,240,,,,,,,,,,,,Ref (Flankers (Rand),40,240,,,,,,,,,,,,Ref (Flankers (Rand),40,240,,,,,,,,,,,,,,240,P2 P4 P6 P8 PO4 PO8,200-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,40,EX2 Crowding Matched,,24,83,Crowding,File Drawer,File Drawer,Bertamini,,unpublished,Rand (Flankers Ref) (left),Rand (Flankers Rand) (left),P10 P8 PO8 O2,200-600,Mostly post stim,PO8 O2,PO8,P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.500000,Two 2-folds and a rand,Rand (Flankers Ref),40,241,-0.146648003,1.915128632,-0.076573448,24,0.5,-0.37513175,0.710999591,0.390923995,0.808687897,-0.9553359,0.662039895,Rand (Flankers Ref),40,241,-0.253723905,2.2421391,-0.113161536,24,0.5,-0.554376044,0.584672361,0.457674727,0.946772308,-1.200496212,0.693048403,Rand (Flankers Ref),40,241,-0.601228905,3.288240043,-0.182842158,24,0.5,-0.89573998,0.379671102,0.671209188,1.388501995,-1.9897309,0.78727309,Rand (Flankers Ref),40,241,-0.008031974,1.5218421,-0.005277797,24,0.458333333,-0.025855821,0.979595366,0.310644718,0.64261756,-0.650649534,0.634585586,Rand (Flankers Ref),40,241,,,,,,,,,,,,Rand (Flankers Ref),40,241,,,,,,,,,,,,Rand (Flankers Ref),40,241,,,,,,,,,,,,Rand (Flankers Ref),40,241,,,,,,,,,,,,,,241,P2 P4 P6 P8 PO4 PO8,200-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,40,EX3 Crowding BW,24,24,84,Crowding,File Drawer,File Drawer,Bertamini,,unpublished,Ref Target (right),Rand Target (right),P9 P7 PO7 O1 ,200-600,Mostly post stim,PO7 O1,PO7,P1 P3 P5 P7 P9 PO7 PO3 O1,,1,0.750000,One 2-fold,Ref Solo,40,242,-1.90949755,1.884373328,-1.013332932,24,0.916666667,-4.964297246,5.09614E-05,0.384646095,0.795701071,-2.705198621,-1.113796478,Ref Solo,40,242,-1.496478163,2.099969185,-0.712619106,24,0.75,-3.491106382,0.001970301,0.428654415,0.886739217,-2.383217381,-0.609738946,Ref Solo,40,242,-1.848095366,2.160497933,-0.855402515,24,0.791666667,-4.190599374,0.000350139,0.441009794,0.912298266,-2.760393633,-0.9357971,Ref Solo,40,242,-1.248245147,1.318641264,-0.946614656,24,0.791666667,-4.637445782,0.000114901,0.269166521,0.556813372,-1.805058519,-0.691431775,Ref Solo,40,242,,,,,,,,,,,,Ref Solo,40,242,,,,,,,,,,,,Ref Solo,40,242,,,,,,,,,,,,Ref Solo,40,242,,,,,,,,,,,,,,242,P1 P3 P5 P7 PO3 PO7 ,200-600,24,480,11520,0.813,0.990,0.623,4.917,11,2,,0.389,0.867,0.019,,,,40,EX3 Crowding BW,84,,,,,,,,,,,,,
243,40,EX3 Crowding BW,,24,84,Crowding,File Drawer,File Drawer,Bertamini,,unpublished,Ref (Flankers Ref) (right),Rand (Flankers Rand) (right),P9 P7 PO7 O1 ,200-600,Mostly post stim,PO7 O1,PO7,P1 P3 P5 P7 P9 PO7 PO3 O1,,1,0.750000,Three two folds,Ref (Flankers Ref),40,243,-1.016210544,1.619604278,-0.627443727,24,0.791666667,-3.073833945,0.005370063,0.330600339,0.683898907,-1.700109451,-0.332311637,Ref (Flankers Ref),40,243,-0.786606549,1.768912409,-0.444683719,24,0.666666667,-2.178496417,0.039871988,0.361077733,0.746946201,-1.53355275,-0.039660347,Ref (Flankers Ref),40,243,-0.863793397,1.671801293,-0.51668425,24,0.708333333,-2.531225541,0.018660332,0.34125501,0.705939773,-1.56973317,-0.157853624,Ref (Flankers Ref),40,243,-0.614688086,1.246544962,-0.493113449,24,0.708333333,-2.415752671,0.024047453,0.254449925,0.526369773,-1.141057859,-0.088318312,Ref (Flankers Ref),40,243,,,,,,,,,,,,Ref (Flankers Ref),40,243,,,,,,,,,,,,Ref (Flankers Ref),40,243,,,,,,,,,,,,Ref (Flankers Ref),40,243,,,,,,,,,,,,,,243,P1 P3 P5 P7 PO3 PO7 ,200-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
